,Date,Open,High,Low,Close,Adj Close,Volume,interest_rate,Trend,Seasonal,Residual,SMA,EMA,RSI
19,1999-10-28,14.1875,14.5,14.125,14.125,8.891244,255300,4.92,14.416666666666664,-0.13244211346861803,-0.15922455319804626,13.925,13.927168723730908,100.0
20,1999-10-29,14.125,15.25,14.125,15.25,9.599396,123200,5.2,14.60833333333333,0.05302356151700129,0.588643105149668,14.275,14.368112482487273,100.0
21,1999-11-01,15.0,15.0,14.625,14.75,9.284661,41800,5.11,14.804166666666664,0.12462571064464269,-0.17879237731130626,14.4375,14.495408321658182,72.41379310344828
22,1999-11-02,14.75,14.875,14.3125,14.75,9.284661,66600,5.11,14.98333333333333,0.4553185378134325,-0.6886518711467633,14.5875,14.58027221443879,71.42857142857143
23,1999-11-03,14.6875,14.875,14.6875,14.75,9.284661,18500,5.11,15.283333333333331,0.4854903977035427,-1.0188237310368742,14.725,14.636848142959193,70.37037037037037
24,1999-11-04,14.875,15.125,14.5,14.9375,9.402688,72100,5.23,15.533333333333331,0.18878493415042716,-0.7846182674837586,14.8875,14.737065428639463,72.41379310344828
25,1999-11-05,15.0,15.875,14.875,15.75,9.914131,122900,5.22,15.762499999999998,-0.21074018984224374,0.19824018984224623,14.9875,15.074710285759643,66.66666666666666
26,1999-11-08,15.875,17.375,15.8125,16.625,10.464918,240000,5.29,15.991666666666664,0.017260732502075993,0.6160726008312605,15.3625,15.591473523839763,100.0
27,1999-11-09,16.75,16.75,16.125,16.125,10.150182,42400,5.31,16.199999999999996,-0.14218449918290477,0.06718449918290903,15.6375,15.769315682559844,78.94736842105263
28,1999-11-10,16.0,16.125,15.8125,16.0625,10.110843,59900,5.27,16.35833333333333,-0.2589252610876659,-0.036908072245664836,15.9,15.86704378837323,76.92307692307692
29,1999-11-11,16.0625,16.25,16.0625,16.125,10.150182,20000,5.27,16.5625,0.18749101491965967,-0.6249910149196597,16.1375,15.953029192248822,75.67567567567568
30,1999-11-12,16.25,18.5,16.25,18.0,11.330432,248500,5.27,16.854166666666668,0.03927350448009795,1.1065598288532341,16.5875,16.63535279483255,83.33333333333333
31,1999-11-15,18.1875,18.1875,17.5,17.6875,11.133726,99200,5.38,17.108333333333334,-0.2580365383770435,0.8372032050437093,16.8,16.986068529888367,68.88888888888889
32,1999-11-16,17.6875,17.6875,17.375,17.4375,10.976358,95300,5.18,17.34166666666667,-0.24954644405469928,0.3453797773880307,17.0625,17.136545686592246,75.60975609756098
33,1999-11-17,17.6875,18.25,17.25,17.5,11.0157,107900,5.21,17.5,-0.29939334771770465,0.29939334771770465,17.35,17.25769712439483,78.04878048780488
34,1999-11-18,17.5,17.5,17.25,17.25,10.858332,67500,5.27,17.616666666666667,-0.13244211346861803,-0.2342245531980491,17.575,17.25513141626322,70.45454545454545
35,1999-11-19,17.25,17.75,17.1875,17.625,11.094385,31200,5.14,17.77916666666667,0.05302356151700129,-0.20719022818366986,17.5,17.37842094417548,35.0
36,1999-11-22,17.5625,17.875,17.5625,17.8125,11.21241,36500,5.14,17.975,0.12462571064464269,-0.2871257106446441,17.525,17.523113962783654,55.55555555555556
37,1999-11-23,17.8125,19.375,17.8125,19.125,12.038589,65500,5.14,18.179166666666664,0.4553185378134325,0.4905147955199039,17.8625,18.057075975189104,88.57142857142857
38,1999-11-24,19.0,19.0,18.375,18.5625,11.684511,53800,5.23,18.204166666666666,0.4854903977035427,-0.1271570643702084,18.075,18.22555065012607,69.76744186046511
39,1999-11-26,18.5,18.5,18.375,18.4375,11.60583,2600,5.22,18.26666666666667,0.18878493415042716,-0.01795160081709643,18.3125,18.296200433417383,73.17073170731707
40,1999-11-29,18.375,18.375,17.875,18.125,11.409117,20200,5.27,18.316666666666666,-0.21074018984224374,0.01907352317557731,18.4125,18.239133622278256,60.0
41,1999-11-30,18.1875,18.5,18.1875,18.375,11.566486,38100,5.27,18.366666666666664,0.017260732502075993,-0.00892739916873958,18.525,18.284422414852173,60.97560975609756
42,1999-12-01,18.375,18.625,18.25,18.5625,11.684511,43800,5.45,18.391666666666666,-0.14218449918290477,0.31301783251623905,18.4125,18.377114943234783,30.434782608695656
43,1999-12-02,18.5625,19.0,18.5625,19.0,11.959903,33200,5.45,18.37916666666667,-0.2589252610876659,0.8797585944209959,18.5,18.584743295489858,66.66666666666666
44,1999-12-03,19.125,19.375,19.0625,19.1875,12.077934,62000,5.45,18.333333333333336,0.18749101491965967,0.6666756517470046,18.65,18.78566219699324,77.27272727272728
45,1999-12-06,19.1875,19.1875,18.25,18.375,11.566486,38200,5.64,18.2,0.03927350448009795,0.13572649551990276,18.7,18.648774797995493,56.666666666666664
46,1999-12-07,18.5,19.0,18.4375,18.625,11.723853,112500,5.4,18.083333333333336,-0.2580365383770435,0.7997032050437078,18.75,18.64084986533033,56.666666666666664
47,1999-12-08,18.5,18.5,18.0,18.1875,11.448461,27700,5.41,17.995833333333334,-0.24954644405469928,0.4412131107213657,18.675,18.489733243553555,41.17647058823529
48,1999-12-09,18.25,18.375,18.125,18.25,11.487799,15500,5.49,17.916666666666668,-0.29939334771770465,0.6327266810510368,18.525,18.40982216236904,28.57142857142857
49,1999-12-10,18.125,18.125,17.625,17.625,11.094385,22400,5.43,17.825,-0.13244211346861803,-0.06755788653138126,18.2125,18.148214774912695,14.285714285714292
50,1999-12-13,17.75,18.0,17.4375,17.4375,10.976358,44500,5.43,17.73333333333333,0.05302356151700129,-0.348856894850332,18.025,17.911309849941798,20.0
51,1999-12-14,17.25,17.25,17.0625,17.125,10.779654,19400,5.43,17.608333333333327,0.12462571064464269,-0.6079590439779698,17.725,17.649206566627868,3.846153846153854
52,1999-12-15,17.125,17.125,16.875,17.125,10.779654,11100,5.53,17.47083333333333,0.4553185378134325,-0.801151871146764,17.5125,17.47447104441858,5.26315789473685
53,1999-12-16,17.0625,17.25,16.8125,16.8125,10.582939,90700,5.59,17.40416666666667,0.4854903977035427,-1.0771570643702113,17.225,17.253814029612386,0.0
54,1999-12-17,16.6875,17.25,16.6875,17.125,10.779654,37300,5.72,17.3125,0.18878493415042716,-0.3762849341504272,17.125,17.21087601974159,27.77777777777777
55,1999-12-20,17.0,17.0,16.8125,16.9375,10.661624,31300,5.72,17.254166666666663,-0.21074018984224374,-0.10592647682441914,17.025,17.119750679827728,27.77777777777777
56,1999-12-21,16.9375,17.0625,16.875,17.0,10.700965,11800,5.59,17.18333333333333,0.017260732502075993,-0.200594065835406,17.0,17.07983378655182,42.857142857142854
57,1999-12-22,17.125,17.375,17.125,17.1875,10.818988,6300,5.59,17.116666666666667,-0.14218449918290477,0.21301783251623763,17.0125,17.115722524367882,52.94117647058823
58,1999-12-23,17.1875,17.25,17.0,17.125,10.779654,3700,5.59,17.012500000000003,-0.2589252610876659,0.37142526108766305,17.075,17.118815016245257,69.23076923076923
59,1999-12-27,17.0625,17.125,17.0625,17.125,10.779654,2400,5.61,16.920833333333334,0.18749101491965967,0.016675651747006054,17.075,17.120876677496838,50.0
60,1999-12-28,17.0625,17.625,17.0625,17.375,10.937017,65600,5.63,16.845833333333335,0.03927350448009795,0.4898931621865671,17.1625,17.20558445166456,88.88888888888889
61,1999-12-29,17.4375,17.4375,17.125,17.25,10.858332,9600,5.71,16.783333333333335,-0.2580365383770435,0.7247032050437086,17.2125,17.22038963444304,70.0
62,1999-12-30,17.125,17.375,17.125,17.3125,10.897673,5100,5.58,16.708333333333336,-0.24954644405469928,0.8537131107213636,17.2375,17.251093089628696,62.50000000000001
63,1999-12-31,17.25,17.375,17.1875,17.1875,10.818988,13000,5.42,16.675000000000004,-0.29939334771770465,0.8118933477177004,17.25,17.229895393085798,55.55555555555556
64,2000-01-03,17.4375,17.5,16.625,16.625,10.464918,64600,5.42,16.683333333333334,-0.13244211346861803,0.07410878013528446,17.15,17.028263595390534,27.77777777777777
65,2000-01-04,16.625,16.625,15.625,15.875,9.992814,81900,5.42,16.666666666666668,0.05302356151700129,-0.8446902281836691,16.85,16.643842396927024,3.846153846153854
66,2000-01-05,15.75,15.75,15.0,15.75,9.914131,38100,5.48,16.691666666666666,0.12462571064464269,-1.066292377311309,16.55,16.345894931284683,3.846153846153854
67,2000-01-06,15.75,16.25,15.75,16.0,10.071498,41200,5.42,16.75,0.4553185378134325,-1.2053185378134326,16.2875,16.230596620856456,13.793103448275858
68,2000-01-07,15.875,16.25,15.75,15.875,9.992814,34700,5.42,16.80833333333333,0.4854903977035427,-1.4188237310368728,16.025,16.112064413904307,13.793103448275858
69,2000-01-10,16.5,16.5,16.0,16.0,10.071498,94200,5.51,16.825,0.18878493415042716,-1.0137849341504264,15.9,16.07470960926954,27.272727272727266
70,2000-01-11,16.125,16.875,16.0,16.4375,10.34689,39700,5.42,16.829166666666662,-0.21074018984224374,-0.18092647682441843,16.0125,16.195639739513027,76.47058823529412
71,2000-01-12,16.5,17.125,16.5,17.125,10.779654,25100,5.42,16.824999999999996,0.017260732502075993,0.28273926749792827,16.2875,16.505426493008684,92.3076923076923
72,2000-01-13,17.25,17.5,16.875,16.9375,10.661624,62000,5.42,16.866666666666664,-0.14218449918290477,0.21301783251624118,16.475,16.649450995339123,80.0
73,2000-01-14,17.0,17.75,16.875,17.5,11.0157,183100,5.46,16.97083333333333,-0.2589252610876659,0.7880919277543345,16.8,16.932967330226084,90.625
74,2000-01-18,17.75,18.25,17.75,18.0,11.330432,77300,5.31,17.0875,0.18749101491965967,0.7250089850803417,17.2,17.28864488681739,92.10526315789474
75,2000-01-19,18.0,18.375,17.9375,18.25,11.487799,34500,5.56,17.179166666666667,0.03927350448009795,1.0315598288532348,17.5625,17.609096591211596,91.42857142857143
76,2000-01-20,18.25,18.25,17.375,17.5,11.0157,42200,5.54,17.287499999999998,-0.2580365383770435,0.4705365383770456,17.6375,17.572731060807733,58.33333333333334
77,2000-01-21,17.4375,17.5,17.25,17.375,10.937017,16000,5.4,17.40416666666667,-0.24954644405469928,0.22037977738803072,17.725,17.506820707205158,60.0
78,2000-01-24,17.5,17.5,17.0,17.125,10.779654,10700,5.4,17.504166666666663,-0.29939334771770465,-0.07977331894895823,17.65,17.379547138136772,39.99999999999999
79,2000-01-25,17.125,17.5,17.0625,17.25,10.858332,19200,5.4,17.5625,-0.13244211346861803,-0.18005788653138197,17.5,17.33636475875785,25.0
80,2000-01-26,17.25,17.5,17.25,17.4375,10.976358,16600,5.54,17.662499999999998,0.05302356151700129,-0.27802356151699914,17.3375,17.37007650583857,21.73913043478261
81,2000-01-27,17.4375,18.0,17.4375,17.5,11.0157,33600,5.52,17.729166666666664,0.12462571064464269,-0.35379237731130697,17.3375,17.413384337225715,50.0
82,2000-01-28,17.625,17.625,17.3125,17.375,10.937017,3900,5.45,17.766666666666666,0.4553185378134325,-0.8469852044800983,17.3375,17.40058955815048,50.0
83,2000-01-31,17.125,17.5,17.125,17.5,11.0157,53900,5.4,17.775000000000002,0.4854903977035427,-0.7604903977035449,17.4125,17.43372637210032,80.0
84,2000-02-01,17.375,17.75,17.375,17.75,11.173072,15400,4.96,17.8,0.18878493415042716,-0.23878493415042787,17.5125,17.539150914733547,83.33333333333333
85,2000-02-02,18.0,18.125,17.875,17.9375,11.291094,92700,4.96,17.8375,-0.21074018984224374,0.31074018984224516,17.6125,17.6719339431557,83.33333333333333
86,2000-02-03,18.0625,18.125,17.9375,18.0,11.330432,35200,4.96,17.895833333333332,0.017260732502075993,0.08690593416459186,17.7125,17.781289295437134,83.33333333333333
87,2000-02-04,18.125,18.5625,18.125,18.4375,11.60583,51500,5.33,17.9375,-0.14218449918290477,0.6421844991829048,17.925,18.00002619695809,100.0
88,2000-02-07,18.4375,18.5625,18.375,18.5,11.645165,25200,4.86,18.008333333333336,-0.2589252610876659,0.7505919277543295,18.125,18.166684131305395,100.0
89,2000-02-08,18.5,18.875,18.5,18.5625,11.684511,45300,4.61,18.066666666666666,0.18749101491965967,0.3083423184136739,18.2875,18.2986227542036,100.0
90,2000-02-09,18.75,18.75,18.375,18.375,11.566486,9100,4.88,18.14166666666667,0.03927350448009795,0.19405982885323278,18.375,18.324081836135733,76.92307692307693
91,2000-02-10,18.5,18.5,17.875,17.875,11.251753,9700,3.99,18.2125,-0.2580365383770435,-0.07946346162295509,18.35,18.174387890757156,45.0
92,2000-02-11,17.875,18.0,17.875,17.9375,11.291094,24700,3.99,18.28333333333333,-0.24954644405469928,-0.09628688927863216,18.25,18.095425260504772,21.42857142857143
93,2000-02-14,18.0625,18.0625,17.875,18.0,11.330432,7100,3.99,18.354166666666664,-0.29939334771770465,-0.05477331894895965,18.15,18.063616840336515,21.42857142857143
94,2000-02-15,17.875,18.0,17.875,17.875,11.251753,4900,5.43,18.4375,-0.13244211346861803,-0.430057886531382,18.0125,18.000744560224344,13.333333333333329
95,2000-02-16,17.875,18.5,17.875,18.5,11.645165,69000,5.38,18.55,0.05302356151700129,-0.10302356151700201,18.0375,18.167163040149564,54.54545454545455
96,2000-02-17,18.5,18.6875,18.3125,18.375,11.566486,28100,5.41,18.775,0.12462571064464269,-0.5246257106446413,18.1375,18.236442026766376,75.0
97,2000-02-18,18.375,18.5625,18.375,18.5,11.645165,5000,5.54,18.987499999999997,0.4553185378134325,-0.9428185378134297,18.25,18.324294684510917,76.47058823529412
98,2000-02-22,18.625,18.8125,18.5625,18.5625,11.684511,10700,5.61,19.233333333333334,0.4854903977035427,-1.156323731036877,18.3625,18.40369645634061,76.47058823529412
99,2000-02-23,18.5625,18.9375,18.5625,18.8125,11.841881,5700,5.61,19.516666666666666,0.18878493415042716,-0.8929516008170929,18.55,18.539964304227077,89.47368421052632
100,2000-02-24,18.875,19.125,18.875,19.0,11.959903,61800,5.61,19.791666666666664,-0.21074018984224374,-0.5809264768244206,18.65,18.693309536151386,83.33333333333333
101,2000-02-25,19.0,19.25,19.0,19.25,12.11727,41400,5.74,20.058333333333334,0.017260732502075993,-0.8255940658354095,18.825,18.878873024100926,100.0
102,2000-02-28,19.25,20.125,19.25,20.125,12.668053,35700,5.63,20.33333333333333,-0.14218449918290477,-0.06614883415042383,19.15,19.29424868273395,100.0
103,2000-02-29,21.75,21.875,21.625,21.875,13.769621,79900,5.59,20.56666666666666,-0.2589252610876659,1.5672585944210065,19.8125,20.154499121822635,100.0
104,2000-03-01,22.5,22.75,21.75,21.75,13.690939,140600,5.58,20.816666666666663,0.18749101491965967,0.7458423184136774,20.4,20.686332747881757,96.07843137254902
105,2000-03-02,22.0,22.25,22.0,22.0625,13.887649,26600,5.56,21.10833333333333,0.03927350448009795,0.9148931621865714,21.0125,21.145055165254504,96.22641509433963
106,2000-03-03,22.125,22.125,22.0625,22.125,13.926991,17300,5.56,21.39583333333333,-0.2580365383770435,0.987203205043715,21.5875,21.471703443503003,96.0
107,2000-03-06,22.0625,22.25,22.0625,22.0625,13.887649,9900,5.56,21.749999999999996,-0.24954644405469928,0.5620464440547028,21.975,21.668635629002004,91.89189189189189
108,2000-03-07,22.125,22.125,21.75,22.0,13.848312,26200,5.56,22.10833333333333,-0.29939334771770465,0.19106001438437392,22.0,21.779090419334672,60.0
109,2000-03-08,22.0,22.1875,22.0,22.0,13.848312,31700,5.83,22.474999999999998,-0.13244211346861803,-0.34255788653137986,22.05,21.852726946223115,75.0
110,2000-03-09,21.875,22.0,21.75,22.0,13.848312,7800,5.47,22.733333333333334,0.05302356151700129,-0.7863568948503356,22.0375,21.901817964148744,33.33333333333333
111,2000-03-10,22.0,22.125,21.9375,22.125,13.926991,5200,5.44,22.875000000000004,0.12462571064464269,-0.8746257106446462,22.0375,21.976211976099165,50.0
112,2000-03-13,22.375,23.125,22.25,22.875,14.399093,27900,5.36,22.933333333333334,0.4553185378134325,-0.5136518711467661,22.2,22.275807984066113,93.33333333333333
113,2000-03-14,22.875,23.0,22.875,22.875,14.399093,1300,5.36,22.962500000000002,0.4854903977035427,-0.5729903977035449,22.375,22.475538656044076,100.0
114,2000-03-15,23.125,24.125,22.625,24.125,15.185929,29000,5.36,22.983333333333334,0.18878493415042716,0.9528817325162385,22.8,23.025359104029384,100.0
115,2000-03-16,24.125,25.0,24.125,24.375,15.343298,19500,5.53,22.983333333333334,-0.21074018984224374,1.6024068565089093,23.275,23.475239402686256,100.0
116,2000-03-17,23.375,24.75,23.375,24.75,15.57935,73300,5.46,22.849999999999998,0.017260732502075993,1.8827392674979262,23.8,23.90015960179084,100.0
117,2000-03-20,24.0,24.25,23.875,24.0,15.107246,134700,5.52,22.700000000000003,-0.14218449918290477,1.4421844991829018,24.025,23.933439734527227,71.42857142857143
118,2000-03-21,23.75,24.0,23.75,24.0,15.107246,172200,5.61,22.595833333333328,-0.2589252610876659,1.663091927754338,24.25,23.955626489684818,71.42857142857143
119,2000-03-22,23.75,23.75,22.625,22.625,14.241725,35900,5.58,22.470833333333335,0.18749101491965967,-0.03332434825299466,23.95,23.512084326456545,22.727272727272734
120,2000-03-23,22.625,22.625,22.5,22.5,14.163041,1300,5.58,22.320833333333333,0.03927350448009795,0.1398931621865692,23.575,23.174722884304366,14.285714285714292
121,2000-03-24,22.5,22.5,22.375,22.4375,14.123702,5600,5.58,22.179166666666667,-0.2580365383770435,0.5163698717103764,23.1125,22.92898192286958,0.0
122,2000-03-27,22.1875,22.1875,22.0,22.0625,13.887649,19600,5.87,22.0,-0.24954644405469928,0.3120464440546993,22.725,22.640154615246388,0.0
123,2000-03-28,22.0625,22.0625,19.75,20.0,12.589375,42600,5.79,21.866666666666667,-0.29939334771770465,-1.5672733189489625,21.925,21.760103076830926,0.0
124,2000-03-29,19.75,19.875,19.75,19.75,12.431998,77000,5.64,21.833333333333336,-0.13244211346861803,-1.9508912198647177,21.35,21.090068717887284,0.0
125,2000-03-30,19.8125,20.5,19.8125,20.4375,12.86477,18700,5.71,21.833333333333336,0.05302356151700129,-1.448856894850337,20.9375,20.87254581192486,20.0
126,2000-03-31,20.4375,20.4375,20.25,20.25,12.746736,23500,5.7,21.837500000000002,0.12462571064464269,-1.7121257106446448,20.5,20.66503054128324,19.298245614035082
127,2000-04-03,20.25,20.6875,20.25,20.625,12.982795,4000,5.7,21.920833333333334,0.4553185378134325,-1.7511518711467668,20.2125,20.65168702752216,29.82456140350878
128,2000-04-04,20.625,20.875,20.625,20.75,13.061472,77700,5.7,21.979166666666668,0.4854903977035427,-1.7146570643702106,20.3625,20.68445801834811,73.07692307692308
129,2000-04-05,20.75,21.4375,20.625,21.4375,13.494238,32700,5.76,22.016666666666666,0.18878493415042716,-0.7679516008170929,20.7,20.935472012232076,90.9090909090909
130,2000-04-06,21.375,22.4375,21.125,22.375,14.084367,12500,5.67,22.041666666666668,-0.21074018984224374,0.5440735231755759,21.0875,21.415314674821385,91.89189189189189
131,2000-04-07,22.25,24.4375,22.25,24.25,15.264616,44500,5.76,22.17083333333333,0.017260732502075993,2.061905934164593,21.8875,22.36020978321426,100.0
132,2000-04-10,24.25,24.25,24.0,24.0,15.107246,16100,5.79,22.254166666666666,-0.14218449918290477,1.8880178325162382,22.5625,22.90680652214284,93.54838709677419
133,2000-04-11,24.125,24.125,24.0,24.0625,15.146591,6300,5.71,22.299999999999997,-0.2589252610876659,2.0214252610876686,23.225,23.29203768142856,93.44262295081967
134,2000-04-12,24.0,24.0,23.8125,23.875,15.028561,3800,5.71,22.391666666666662,0.18749101491965967,1.2958423184136783,23.7125,23.486358454285707,86.79245283018868
135,2000-04-13,23.75,23.75,23.375,23.375,14.713828,4900,5.71,22.616666666666664,0.03927350448009795,0.7190598288532385,23.9125,23.449238969523805,67.3913043478261
136,2000-04-14,23.25,23.25,23.0,23.0,14.477775,10200,5.79,22.841666666666665,-0.2580365383770435,0.4163698717103785,23.6625,23.299492646349204,4.545454545454547
137,2000-04-17,22.875,22.875,22.375,22.4375,14.123702,15500,5.85,23.03333333333334,-0.24954644405469928,-0.34628688927863926,23.35,23.012161764232804,3.7037037037037095
138,2000-04-18,22.3125,22.3125,21.875,21.9375,13.808969,2900,5.67,23.275000000000006,-0.29939334771770465,-1.038106652282301,22.925,22.653941176155204,0.0
139,2000-04-19,21.8125,21.9375,21.0,21.0,13.218836,20400,5.66,23.258333333333336,-0.13244211346861803,-2.125891219864718,22.35,22.102627450770136,0.0
140,2000-04-20,21.0,21.15625,20.9375,21.125,13.297526,78800,5.7,23.245833333333334,0.05302356151700129,-2.173856894850335,21.9,21.776751633846757,5.0
141,2000-04-24,21.0625,21.625,21.0,21.625,13.612257,15100,5.7,23.258333333333336,0.12462571064464269,-1.757959043977979,21.625,21.72616775589784,23.80952380952381
142,2000-04-25,21.875,24.5,21.6875,24.0,15.107246,74600,5.7,23.241666666666667,0.4553185378134325,0.30301479551990035,21.9375,22.484111837265228,67.6056338028169
143,2000-04-26,24.25,24.25,23.8125,24.125,15.185929,67700,5.7,23.2625,0.4854903977035427,0.377009602296458,22.375,23.03107455817682,76.92307692307693
144,2000-04-27,24.0,24.375,24.0,24.3125,15.303955,12600,5.81,23.329166666666666,0.18878493415042716,0.7945483991829071,23.0375,23.45821637211788,100.0
145,2000-04-28,24.5,26.0,24.375,26.0,16.366188,43100,5.77,23.458333333333336,-0.21074018984224374,2.752406856508908,24.0125,24.30547758141192,100.0
146,2000-05-01,26.25,26.5,24.0,24.0,15.107246,97500,5.76,23.666666666666668,0.017260732502075993,0.31607260083125616,24.4875,24.203651720941284,68.62745098039215
147,2000-05-02,24.125,24.125,23.75,23.8125,14.989218,6100,5.73,23.950000000000003,-0.14218449918290477,0.0046844991829019245,24.45,24.073267813960857,47.76119402985075
148,2000-05-03,23.5625,24.375,23.5625,24.25,15.264616,23000,5.73,24.258333333333333,-0.2589252610876659,0.25059192775433303,24.475,24.132178542640574,51.388888888888886
149,2000-05-04,24.0,24.0,23.625,23.625,14.871199,6300,5.73,24.53333333333333,0.18749101491965967,-1.095824348252991,24.3375,23.96311902842705,43.037974683544306
150,2000-05-05,23.5,23.875,23.5,23.6875,14.910537,6200,5.81,24.683333333333334,0.03927350448009795,-1.0351068378134316,23.875,23.871246018951368,15.094339622641513
151,2000-05-08,23.5625,24.125,23.5,24.0,15.107246,20400,5.85,24.83333333333333,-0.2580365383770435,-0.575296794956285,23.875,23.914164012634245,50.0
152,2000-05-09,24.125,24.375,24.0625,24.375,15.343298,19900,5.78,24.95833333333333,-0.24954644405469928,-0.3337868892786293,23.9875,24.067776008422832,65.51724137931035
153,2000-05-10,24.5,25.0625,24.375,25.0625,15.77605,23400,5.76,24.966666666666665,-0.29939334771770465,0.39522668105103964,24.15,24.39935067228189,69.69696969696969
154,2000-05-11,25.125,25.75,25.125,25.25,15.894081,30200,5.72,25.0875,-0.13244211346861803,0.2949421134686194,24.475,24.68290044818793,100.0
155,2000-05-12,25.0,25.75,24.875,25.75,16.208815,32300,5.72,25.083333333333332,0.05302356151700129,0.6136431051496666,24.8875,25.038600298791955,100.0
156,2000-05-15,25.75,26.5,25.625,25.75,16.208815,73700,5.72,25.016666666666666,0.12462571064464269,0.6087076226886916,25.2375,25.275733532527973,100.0
157,2000-05-16,25.8125,26.5,25.625,26.25,16.523552,26100,5.73,24.999999999999996,0.4553185378134325,0.794681462186571,25.6125,25.600489021685316,100.0
158,2000-05-17,26.375,26.5,26.25,26.375,16.602232,5300,5.68,24.97083333333333,0.4854903977035427,0.9186762689631258,25.875,25.858659347790216,100.0
159,2000-05-18,26.375,26.375,26.0625,26.1875,16.484209,9400,5.77,24.920833333333334,0.18878493415042716,1.0778817325162386,26.0625,25.968272898526813,85.71428571428571
160,2000-05-19,26.1875,26.1875,26.0,26.125,16.444881,38200,5.79,24.900000000000006,-0.21074018984224374,1.435740189842238,26.1375,26.020515265684544,71.42857142857143
161,2000-05-22,26.0,26.0,25.8125,25.8125,16.248167,6700,5.75,24.85416666666667,0.017260732502075993,0.9410726008312527,26.15,25.951176843789696,52.631578947368425
162,2000-05-23,25.375,25.375,23.75,23.75,14.949883,63200,5.75,24.887500000000003,-0.14218449918290477,-0.9953155008170981,25.65,25.21745122919313,4.545454545454547
163,2000-05-24,23.25,23.625,23.0,23.25,14.635143,33100,5.75,24.962500000000002,-0.2589252610876659,-1.4535747389123364,25.025,24.561634152795424,0.0
164,2000-05-25,23.375,23.5,23.375,23.375,14.713828,12500,5.81,25.008333333333336,0.18749101491965967,-1.820824348252996,24.4625,24.16608943519695,4.081632653061234
165,2000-05-26,23.375,23.625,23.25,23.25,14.635143,64800,5.8,24.987500000000004,0.03927350448009795,-1.7767735044801023,23.8875,23.860726290131304,4.0
166,2000-05-30,23.25,23.25,22.8125,23.25,14.635143,89000,5.9,24.925,-0.2580365383770435,-1.4169634616229572,23.375,23.657150860087537,4.444444444444457
167,2000-05-31,23.25,24.1875,23.25,24.0625,15.146591,68300,5.77,24.875,-0.24954644405469928,-0.5629535559453007,23.4375,23.792267240058358,60.0
168,2000-06-01,24.0625,24.75,24.0625,24.375,15.343298,38200,5.76,24.816666666666666,-0.29939334771770465,-0.14227331894896178,23.6625,23.98651149337224,90.9090909090909
169,2000-06-02,24.5,26.0,24.5,25.75,16.208815,62400,5.76,24.829166666666666,-0.13244211346861803,1.0532754468019523,24.1375,24.574340995581494,95.23809523809524
170,2000-06-05,25.625,27.0,25.375,26.875,16.916964,145400,5.76,25.033333333333335,0.05302356151700129,1.7886431051496636,24.8625,25.341227330387664,100.0
171,2000-06-06,26.875,26.875,26.375,26.4375,16.641575,61200,5.82,25.316666666666666,0.12462571064464269,0.9962076226886909,25.5,25.70665155359178,89.23076923076923
172,2000-06-07,26.4375,26.4375,25.9375,25.9375,16.326841,16400,5.81,25.691666666666666,0.4553185378134325,-0.20948520448009894,25.875,25.783601035727855,75.0
